화재예방지수,용수시설지수,총인구수 (명)
2.8139501677732564,1.4721741534491766,0.3048847189498485
2.5905866852023864,0.6198918229298178,0.5736915180074049
2.6930677908508667,1.4851575429590085,0.5756479299899024
1.9271457475915668,1.7136337033448583,0.40247391450689995
2.70466938519088,0.47970018738288567,0.8893680578929654
2.6959322739098837,1.3926960787122729,0.6555031975765735
2.9665450557012973,1.3655717513002974,0.7978795018512286
2.5983839568399745,1.2761614327179966,0.8463690676539886
2.659074829034392,1.223428905321271,0.7246087176035005
2.5175950666353004,1.7997219479760636,0.9428643554358802
1.9880658457230826,1.5299058777918975,0.6358128576236957
2.576873102729027,1.1306726399448621,0.8895573880848199
2.51457267844566,1.3776977624278943,0.7661982497475597
2.371607003506152,1.5765146783260464,0.6065297879501851
2.2239332828035687,1.6458463460337291,0.6643806799057557
2.517268883122841,1.1776938194116482,0.08113850555368562
2.0821590373678607,1.2456157209436411,0.8349251093907775
2.812339720519852,1.2417239225484074,0.7978795018512286
3.1272850694090897,1.809346132351491,0.936700605856614
2.1825044021663493,1.2521059472964533,0.7041820935711882
2.5984128544626985,1.291456353292706,0.29409289801413663
1.9413977394692155,1.2930103616746385,0.9424015483002356
2.520576655466178,0.853990903572591,0.945304611242006
2.4519471821466317,1.3265422346327667,-0.0
2.239045369799665,1.1351912407686373,0.28147088522383035
2.3478605454973827,0.14522173641474068,0.7479384045775833
1.9125083518304218,1.790547574432647,0.8064835072366207
2.3437498171289066,1.7066208619612744,0.8571188152137328
2.2861373762767325,0.8299916718717467,0.9184617973746213
2.1385643634076796,0.9380174952231211,0.8350092561427129
2.224399797598723,0.9648747101983568,0.3696566812521036
2.013439156039987,1.116484015672023,0.8653862335913833
2.721454969544687,1.4554994037817273,0.8371760350050488
2.0427662339790293,1.39808453050177,0.9775328172332548
2.194956074019059,1.3542243644891758,0.9422542914843487
2.465878887254265,1.3755373479810413,0.949217435207001
1.9445588580391884,0.6327295440349778,0.921470043756311
3.3348291311018965,0.881336919527336,0.9614187142376305
2.530569069635602,0.6345900833255811,0.9231740154830024
1.4398752011231064,1.418581471686579,0.9277810501514642
1.6067020832781396,0.24302745566629547,0.8915769101312689
2.1662760754197645,1.201332500520508,0.41122517670817904
2.904674360711916,1.2179603656805407,0.8410047122181084
1.830754646096156,1.4278291976605533,0.8937016156176372
2.444903426506887,1.313355289307819,0.8146878155503198
1.9648459845018942,1.2336039975015618,0.9666358128576237
2.2652511566230937,1.2973141786383513,0.3990870077415012
1.9184861018193842,1.3565302173946163,0.9422542914843487
2.077235313841908,1.161726011834937,0.9098577919892292
2.7779052901340116,1.0559798209742601,0.9352490743857287
1.8477874645815267,1.3236102435977515,0.9246045102659037
1.8445423748223169,1.1852279825109306,0.8859811511275665
1.4773591152274115,1.2047537253502276,0.8908406260518344
2.147831210007089,1.8358213616489698,0.9601775496465836
2.7409973292042507,2.0,0.9922164254459778
2.5257698095362526,0.7993241403609925,0.9453887579939414
1.688027726077349,1.2919425359150531,0.9162739818243015
2.3767428346716573,1.2698644979540843,0.9065339952877819
1.5435469472523693,1.1673796314278366,0.9477659037361158
1.7607259786845146,0.5406547378476689,0.9478500504880512
2.3466461914061885,1.3809383840981742,0.5555578929653315
1.7679942230290009,0.7428629165595035,0.9528357455402221
2.574040146203245,1.6477228788284384,0.8388589700437563
1.4773763320596462,1.367827467140396,0.9844328508919555
3.007483962936565,1.330309739448559,0.9625126220127903
1.8166034078979245,0.1641747345409118,0.9364692022887917
2.960245755342469,1.3796845721424111,0.9176624032312353
1.418250928358903,1.601982631822853,0.9365323123527431
1.9980193217208726,1.0849267594849992,0.9770910467855941
1.8605217297674348,0.5418992162156715,0.9420228879165264
2.2128975806902993,1.7859492579042855,0.9371003029283069
1.9099734675987534,1.372579637726421,0.9314624705486368
2.6572509997928435,1.3670766116005086,0.850071524739145
1.5963500898050018,1.650218613366646,0.8816475934028947
2.1785195044344157,0.4469081823860088,0.9669303264893975
1.406345227074207,1.0981975550994914,0.9090583978458432
1.6795779627750527,1.255742938441252,0.9401506226859643
2.033713822245786,0.33347213547088606,0.9177465499831706
1.744949270411949,1.359705739468388,0.8378912823964995
2.8150224440685765,1.2401970990353253,0.7472862672500842
2.2719149942833186,1.2897494621417172,0.6957674183776505
1.9893788468763278,0.8370694242024659,0.9600723662066644
2.0672354103978456,1.2627684620189306,0.973472736452373
2.5504601329311924,1.738000288281363,0.731003870750589
3.1882788114139653,1.1895565271705184,0.8341467519353752
3.0026241270465475,1.3700437226733293,0.9623232918209357
2.5876458992134763,1.3496252342286073,0.8511864692022888
1.7958430710784044,1.187851342910681,0.9051035005048805
2.0140761001232406,0.13101186758276062,0.9895447660720296
2.978652360002669,1.4206881568584855,0.9403189161898351
2.9087578576051554,0.7676995356163265,0.993667956916863
1.9606536580385723,0.48597344051272295,0.956222652305621
2.034191140183226,0.47637540201970063,0.9112882867721306
1.6473364605753331,0.28180756592347156,0.9483338943116796
2.127881178355725,1.1947078530463915,0.8618731066980815
1.6301892964524765,1.143161335853403,0.9625126220127903
1.8689238969058077,1.391630231105559,0.9969286435543588
1.93432031057071,1.2378275482585284,0.9723998653651968
1.664784996260652,1.1392879450343536,0.9293377650622686
2.201034728537371,1.116801998750781,0.9434954560753955
1.2766432942779198,1.368207370393504,0.9420649612924941
2.883801775927025,1.5425227653769027,0.9735148098283406
2.522235369434721,1.132450113415957,0.9808145405587344
1.7353419339612346,1.7261579933594138,0.8177170986199933
1.6870689894567301,1.9829711693349554,0.9382152473914507
2.128812581901867,1.5397613333771658,0.686553349040727
1.7186542719698275,0.4500147933857128,0.9712428475260855
0.9925151592821857,1.3048094940662087,0.9349966341299226
1.5818940380778315,1.3470747449510723,0.8845506563446651
2.454428470244333,1.425775556943577,0.9410552002692696
1.503799930990434,0.6458463460337289,0.9636275664759341
1.832896783458388,1.4341771686813392,0.988682261864692
1.5399742379182988,1.0915971635374948,0.9501851228542578
2.2098928181214905,1.4206745783885073,0.9442527768428138
1.725818814606388,1.1075109306683324,0.9199554022214742
1.6179557567040055,1.1482823235477826,0.9639431167956917
2.404984861199377,1.5015615240474705,0.9218487041400202
1.9564115775835735,1.1948782011242973,0.8610526758667115
1.1782201405152226,1.0000000000000002,0.949490912150791
2.5746795805844154,1.1008298384937987,0.942359474924268
5.723077571284616,0.45908806995627716,0.9780166610568832
2.0131728632171035,1.329793878825734,0.9714321777179401
1.6272805911847479,1.3212895786287417,0.972105351733423
1.6572193996678477,1.4443857204631723,0.9684239313362504
2.5768076149278993,1.3253255177052805,0.8881900033658701
1.476615731946673,1.329361456781819,0.9881984180410636
1.8498125325244552,1.044127640005217,0.9770489734096264
1.1540691402932413,1.8100051104423376,0.9681083810164928
1.8387937178951508,1.52143546646982,0.9807093571188152
2.0155981728105505,1.416501050479814,0.969433692359475
1.7758797416280152,0.46949823027274595,0.9784794681925277
1.407285638391397,1.3820528836144077,0.954876304274655
2.163746142151407,1.6210701644805332,0.9104678559407606
2.2023145335997105,0.6904216610650094,0.956895826321104
2.0692183182413477,1.5288881948782014,0.6704602827330866
1.4394074918044493,1.1342910680824485,0.9590836418714238
2.279833151340021,1.2392254840724548,0.9157901380006732
0.7668880723572641,1.650218613366646,0.9945725345001682
0.7957784635353963,1.3354153653966272,0.9816560080780882
1.2249264036689995,1.1727670206121172,0.9696440592393134
1.18992201791376,1.1583385384134917,0.9642165937394817
1.2916306909351372,1.3091817613991257,1.0
1.1282777814839655,0.18970286428125283,0.9879670144732413
